ir_tab,uv_tab,coincidence_tab
6.283185307179586,12.566370614359172,
6.283185307179586,18.40075697102593,
6.283185307179586,24.23514332769269,0.7699866649413485
6.283185307179586,30.069529684359445,0.1519267108615927
6.283185307179586,35.90391604102621,0.2520620932849196
6.283185307179586,41.73830239769296,0.07715330227489343
6.283185307179586,47.57268875435972,0.05051472393688583
6.283185307179586,53.40707511102648,0.04127756516283398
6.283185307179586,59.241461467693235,0.037372791912834505
6.283185307179586,65.07584782435998,0.0353162309159856
6.283185307179586,70.91023418102675,0.033901865248096186
6.283185307179586,76.7446205376935,0.03315990114178083
6.283185307179586,82.57900689436026,0.032500374888085826
6.283185307179586,88.41339325102702,0.03216777183219298
6.283185307179586,94.24777960769379,0.03179179433026129
