N_step_tab,coincidence_tab
10.0,3.2081660463275423e+78
14.04004245548316,4.868882061769558e+99
19.71227921517696,1.9338945357567155e+118
27.67612370754228,6.447396484031412e+141
38.85739518570976,9.96718393776885e+158
54.5559478116852,8.78027713902963e+165
76.59678234751834,2.2083787073580672e+142
107.542207611256,1.646043591298389e+79
150.98971606184202,13.5397843120715
211.99020238496072,0.9028788793436191
297.63514416313194,0.6415746830258274
417.8810060294219,0.556144012911482
586.7067065993098,0.5341586830910171
823.7387069571012,0.5286955282174619
1156.5326417902502,0.5273721271902323
1623.776739188721,0.5270539674498942
2279.789435643565,0.5269775410465334
3200.8340465997644,0.5269591104525466
4493.984590721666,0.5269546749967844
6309.57344480193,0.5269537904807382
