N_step_tab,coincidence_tab
10.0,2.0165014393521738e+76
14.04004245548316,2.8534464447370327e+96
19.71227921517696,5.1267720473080475e+113
27.67612370754228,1.2942902817525164e+135
38.85739518570976,8.929311431324032e+149
54.5559478116852,9.137957790454394e+149
76.59678234751834,7.089772594092537e+114
107.542207611256,2.468765146113185e+42
150.98971606184202,1.5708001208500013
211.99020238496072,0.6579048595834189
297.63514416313194,0.5386669553007858
417.8810060294219,0.5156569359659696
586.7067065993098,0.5107825463114806
823.7387069571012,0.5097292674523941
1156.5326417902502,0.5094987857436444
1623.776739188721,0.5094472272773672
2279.789435643565,0.5094357515117021
3200.8340465997644,0.5094332363008675
4493.984590721666,0.5094327305412527
6309.57344480193,0.509432813552118
