N_step_tab,coincidence_tab
10.0,2.388431491253435e+81
14.04004245548316,6.724523923928534e+103
19.71227921517696,9.992502595749824e+123
27.67612370754228,1.4668414511847894e+150
38.85739518570976,2.3106546260184655e+171
54.5559478116852,1.5357827001623635e+183
76.59678234751834,3.378128728903918e+167
107.542207611256,9.564505422204891e+112
150.98971606184202,167.37402325907226
211.99020238496072,1.6891510969426502
297.63514416313194,0.9263041841064834
417.8810060294219,0.8029219464168285
586.7067065993098,0.7769569296710692
823.7387069571012,0.7712640773130661
1156.5326417902502,0.7700094597508278
1623.776739188721,0.769729818492604
2279.789435643565,0.7696670046943717
3200.8340465997644,0.7696527944415705
4493.984590721666,0.7696496241933086
6309.57344480193,0.7696492448536365
