lbda_tab,antiHOM_proba_tab
3.141592653589793,0.20893473509544847
4.039190554615448,0.18981512660761057
4.9367884556411035,0.15189929133343227
5.834386356666759,0.1984789146109392
6.731984257692414,0.3565609409012477
7.629582158718069,0.6874323711911614
8.527180059743724,0.2669858840483088
9.42477796076938,0.06926775251786037
10.322375861795035,0.02553081191933992
11.21997376282069,0.015761079634279567
12.117571663846345,0.011856809995568212
13.015169564872,0.01016242947328346
13.912767465897655,0.009428245626191371
14.81036536692331,0.009154557778719739
15.707963267948966,0.00922713226666482
