N_step_tab,coincidence_tab
10.0,1.0666111463275939e+77
14.04004245548316,3.0281248792838398e+97
19.71227921517696,1.4041073475278006e+115
27.67612370754228,1.68442882238704e+137
38.85739518570976,3.5144009325524626e+152
54.5559478116852,1.5604188823430637e+155
76.59678234751834,4.700834694191021e+128
107.542207611256,4.233055112609837e+23
150.98971606184202,2.3571409944141952
211.99020238496072,0.9308966652126767
297.63514416313194,0.7804978027693452
417.8810060294219,0.7511669064245117
586.7067065993098,0.744956073964032
823.7387069571012,0.7436112816330916
1156.5326417902502,0.74331558715327
1623.776739188721,0.7432489213642446
2279.789435643565,0.743234101416335
3200.8340465997644,0.7432309101568604
4493.984590721666,0.7432303162349143
6309.57344480193,0.743230533439473
