N_step_tab,coincidence_tab
10.0,1.729603512701144e+76
14.04004245548316,2.3095758547949747e+96
19.71227921517696,4.51759556152015e+113
27.67612370754228,1.2363174799610732e+135
38.85739518570976,3.084268644780225e+149
54.5559478116852,2.8850235214843113e+150
76.59678234751834,1.9610436527933152e+124
107.542207611256,3.416371821209035e+37
150.98971606184202,4.190743750608398
211.99020238496072,0.733782674709355
297.63514416313194,0.5765803505749956
417.8810060294219,0.5382758111350723
586.7067065993098,0.5289946884953864
823.7387069571012,0.526776770700564
1156.5326417902502,0.5262507365008925
1623.776739188721,0.5261252590447398
2279.789435643565,0.5260953530599213
3200.8340465997644,0.5260882330797235
4493.984590721666,0.5260865744770655
6309.57344480193,0.5260863780328356
