N_step_tab,coincidence_tab
10.0,9.755327713079379e+81
14.04004245548316,5.457135617445858e+104
19.71227921517696,1.9360665433405742e+125
27.67612370754228,1.0416171953495438e+152
38.85739518570976,1.1647521821100435e+174
54.5559478116852,1.1244272497879566e+187
76.59678234751834,5.0398373039452284e+172
107.542207611256,3.596116652677301e+121
150.98971606184202,443.61947380624497
211.99020238496072,1.3553130748858215
297.63514416313194,0.7796023457738652
417.8810060294219,0.6600177989475786
586.7067065993098,0.6325580161788389
823.7387069571012,0.6261391961752446
1156.5326417902502,0.6246491825482479
1623.776739188721,0.6243025430142918
2279.789435643565,0.6242215070531744
3200.8340465997644,0.6242024202784457
4493.984590721666,0.6241979338836458
6309.57344480193,0.6241971138043437
