N_step_tab,coincidence_tab
10.0,2.353726474757366e+79
14.04004245548316,8.595237176500721e+100
19.71227921517696,9.541241432357392e+119
27.67612370754228,2.1785384691072523e+144
38.85739518570976,9.493351034880645e+162
54.5559478116852,5.594604443755041e+170
76.59678234751834,2.6973083193836483e+149
107.542207611256,1.2844062495818564e+91
150.98971606184202,30.790760405313804
211.99020238496072,0.9022825150653014
297.63514416313194,0.6133096552441288
417.8810060294219,0.5404752348534848
586.7067065993098,0.5228128336592022
823.7387069571012,0.5185668409610176
1156.5326417902502,0.5175600818130822
1623.776739188721,0.5173214855031462
2279.789435643565,0.5172648177230728
3200.8340465997644,0.5172512912719257
4493.984590721666,0.5172480766802441
6309.57344480193,0.517247491181156
