lbda_tab,antiHOM_proba_tab
3.141592653589793,0.9936275377784299
4.116569684014212,0.9869555166296025
5.09154671443863,0.9742617473684624
6.066523744863049,0.9519265856575048
7.041500775287467,0.9164512420744768
8.016477805711887,0.8667899818247742
8.991454836136304,0.8061165914797258
9.966431866560722,0.741069453448427
10.941408896985141,0.6785518181429023
11.91638592740956,0.623166141098535
12.891362957833978,0.5766393950947342
13.866339988258396,0.5387470590204848
14.841317018682815,0.5083531259472853
