ir_tab,uv_tab,coincidence_tab
28.274333882308138,34.55751918948772,0.12280436761780138
26.254738605000412,36.57711446679545,0.9701376407752389
24.23514332769269,38.59670974410317,0.9305197663918012
22.215548050384967,40.616305021410895,0.8589716105285415
20.19595277307724,42.635900298718624,0.803285134340618
18.176357495769516,44.65549557602635,0.7615014810286036
16.156762218461793,46.67509085333407,0.7295190198748813
14.13716694115407,48.69468613064179,0.7044566995369961
12.117571663846345,50.714281407949514,0.6843681549907159
10.097976386538623,52.73387668525724,0.6679419998372902
8.078381109230897,54.753471962564966,0.6542793727594765
6.058785831923171,56.77306723987269,0.6427483843249632
4.039190554615448,58.79266251718042,0.632893479657569
2.019595277307726,60.81225779448813,0.6243786725973671
0.0,62.83185307179586,0.6165183490729187
