ir_tab,uv_tab,coincidence_tab
34.55751918948772,40.840704496667314,
33.36588059674677,42.032343089408265,
32.17424200400581,43.22398168214922,
30.982603411264858,44.41562027489018,
29.7909648185239,45.60725886763113,
28.599326225782946,46.79889746037209,
27.407687633041988,47.99053605311305,
26.216049040301034,49.182174645854005,
25.02441044756008,50.373813238594956,0.8791967484215408
23.83277185481912,51.56545183133591,0.7571984683611503
22.641133262078164,52.75709042407687,0.7025335825529953
21.44949466933721,53.94872901681782,0.6564861702815898
20.257856076596255,55.14036760955878,0.6289610219010291
19.066217483855297,56.33200620229974,0.6037128045410622
17.874578891114343,57.523644795040695,0.5888567642801922
16.682940298373385,58.71528338778165,0.5739552268768242
15.49130170563243,59.906921980522604,0.565483808447311
14.299663112891476,61.098560573263555,0.5561608419837657
13.108024520150519,62.29019916600451,0.5511713575596257
11.916385927409564,63.48183775874547,0.5451063650127393
10.724747334668606,64.67347635148643,0.5421614860528696
9.533108741927652,65.86511494422739,0.5381408203725583
8.341470149186694,67.05675353696834,0.5364815037728845
7.14983155644574,68.24839212970929,0.5338314640492791
5.958192963704786,69.44003072245025,0.5330370582639496
4.766554370963831,70.6316693151912,0.5313661912042908
3.5749157782228735,71.82330790793216,0.5311956721548723
2.3832771854819157,73.01494650067312,0.5302694271138078
1.1916385927409578,74.20658509341408,0.530582670952144
0.0,75.39822368615503,0.5302585349468287
