lbda_tab,antiHOM_proba_tab
3.141592653589793,
4.333231246330749,
5.524869839071705,
6.71650843181266,
7.9081470245536165,
9.099785617294572,
10.291424210035528,
11.483062802776484,
12.67470139551744,0.8529956400587521
13.866339988258396,0.028102557870473895
15.057978580999352,0.004978087291670031
16.249617173740308,0.008845671900419388
17.441255766481262,0.01418039709867257
18.63289435922222,0.019840565115207313
19.824532951963175,0.023402475282769883
21.016171544704132,0.027077272446524726
22.207810137445087,0.02923866637870448
23.39944873018604,0.03166161318063525
24.591087322927,0.03301488808277955
25.782725915667953,0.034674953290039875
26.97436450840891,0.03553906301659748
28.166003101149865,0.03669939466426102
29.357641693890823,0.03725833133318665
30.549280286631777,0.03808487988955967
31.74091887937273,0.03844040742223494
32.932557472113686,0.039046725407518204
34.124196064854644,0.0392698728373676
