N_step_tab,coincidence_tab
10.0,3.9425528789001016e+78
14.04004245548316,5.774522092721653e+99
19.71227921517696,2.316593401479336e+118
27.67612370754228,9.103870672765386e+141
38.85739518570976,2.2336511050809413e+159
54.5559478116852,2.1374772323264165e+165
76.59678234751834,3.3608408655842456e+145
107.542207611256,1.9725950228655261e+61
150.98971606184202,24.36100773541471
211.99020238496072,1.248059247621528
297.63514416313194,0.8970103408614305
417.8810060294219,0.8334548227093774
586.7067065993098,0.8200662610454996
823.7387069571012,0.8171751822182673
1156.5326417902502,0.8165445324352228
1623.776739188721,0.8164043464138347
2279.789435643565,0.8163731536537981
3200.8340465997644,0.8163662604465585
4493.984590721666,0.8163648261114904
6309.57344480193,0.8163648933444204
