N_step_tab,coincidence_tab
10.0,3.551048921426481e+78
14.04004245548316,5.636319445263964e+99
19.71227921517696,2.37563906835699e+118
27.67612370754228,8.69258228979566e+141
38.85739518570976,1.5460596961342583e+159
54.5559478116852,1.6450761869819012e+166
76.59678234751834,5.590818092474519e+142
107.542207611256,6.065748603967148e+79
150.98971606184202,13.59478670102437
211.99020238496072,0.8688749275518788
297.63514416313194,0.6255526090907588
417.8810060294219,0.5428504817556743
586.7067065993098,0.5214039321077453
823.7387069571012,0.5160529059227715
1156.5326417902502,0.514752806280087
1623.776739188721,0.5144395082029435
2279.789435643565,0.5143640954410729
3200.8340465997644,0.5143458755023648
4493.984590721666,0.5143414818726741
6309.57344480193,0.5143405974199455
