N_step_tab,coincidence_tab
10.0,1.1678201397367236e+80
14.04004245548316,9.081715261107333e+101
19.71227921517696,2.672452122389592e+121
27.67612370754228,2.5017783615056955e+146
38.85739518570976,9.675685260478317e+165
54.5559478116852,1.793594051932302e+175
76.59678234751834,2.236483210639314e+155
107.542207611256,5.176628908535427e+100
150.98971606184202,71.95131321603937
211.99020238496072,0.9550019216626711
297.63514416313194,0.6436002544568236
417.8810060294219,0.5510163377308692
586.7067065993098,0.5280633099199827
823.7387069571012,0.5224587566294685
1156.5326417902502,0.5211169522887887
1623.776739188721,0.5207973577309832
2279.789435643565,0.520721167352483
3200.8340465997644,0.5207029070611674
4493.984590721666,0.5206985340713184
6309.57344480193,0.520697664157572
