N_step_tab,coincidence_tab
10.0,8.631802713554117e+77
14.04004245548316,6.80983772641523e+98
19.71227921517696,1.1723190476901935e+117
27.67612370754228,1.2027522453528726e+140
38.85739518570976,1.0748416224485062e+157
54.5559478116852,2.7437488376377818e+160
76.59678234751834,1.2171225383381203e+136
107.542207611256,5.459293609569121e+68
150.98971606184202,7.535520587350517
211.99020238496072,0.7700717560911889
297.63514416313194,0.570267250587766
417.8810060294219,0.5277067645860498
586.7067065993098,0.5179507860750956
823.7387069571012,0.5157010838331535
1156.5326417902502,0.5151823478804546
1623.776739188721,0.5150615195022301
2279.789435643565,0.5150332968397562
3200.8340465997644,0.5150266937952623
4493.984590721666,0.5150251807098492
6309.57344480193,0.5150250160261967
