ir_tab,uv_tab,coincidence_tab
18.84955592153876,25.132741228718345,0.4195443483961401
17.503159070000276,26.479138080256828,0.6541414401687232
16.156762218461793,27.82553493179531,0.2314458245651408
14.81036536692331,29.171931783333793,0.07781651101516948
13.463968515384828,30.518328634872276,0.024343349534859823
12.117571663846345,31.86472548641076,0.006714321604920309
10.771174812307862,33.21112233794924,0.0051826330230066095
9.42477796076938,34.55751918948772,0.010651971000736435
8.078381109230897,35.90391604102621,0.017817312980275838
6.731984257692414,37.25031289256469,0.026442944168642447
5.385587406153931,38.59670974410317,0.035106528533774
4.039190554615448,39.94310659564165,0.04316409897530718
2.6927937030769655,41.28950344718014,0.05100649883408386
1.3463968515384828,42.635900298718624,0.05829782056682592
0.0,43.982297150257104,0.0650385260569793
