N_step_tab,coincidence_tab
10.0,2.235970526489972e+76
14.04004245548316,3.3135972842836137e+96
19.71227921517696,6.312697985600519e+113
27.67612370754228,1.7536657087943726e+135
38.85739518570976,1.38125472270539e+150
54.5559478116852,1.7492664411284067e+150
76.59678234751834,2.3133921253669607e+115
107.542207611256,4.4240226843929395e+42
150.98971606184202,1.5841511126048993
211.99020238496072,0.6610341572386303
297.63514416313194,0.5410107160508835
417.8810060294219,0.5178800383912083
586.7067065993098,0.5129842659523365
823.7387069571012,0.5119270740983461
1156.5326417902502,0.5116958671781202
1623.776739188721,0.5116441714974143
2279.789435643565,0.5116326715713455
3200.8340465997644,0.5116301529831406
4493.984590721666,0.5116296473727103
6309.57344480193,0.5116297319313567
