N_step_tab,coincidence_tab
10.0,2.518714433472087e+79
14.04004245548316,9.479426321976938e+100
19.71227921517696,1.0931950438217094e+120
27.67612370754228,2.6551219536648767e+144
38.85739518570976,1.2622789273203555e+163
54.5559478116852,8.503080199474008e+170
76.59678234751834,4.985902594288624e+149
107.542207611256,2.5123390047381714e+91
150.98971606184202,31.387376030555533
211.99020238496072,0.9082268647822015
297.63514416313194,0.6162189872937387
417.8810060294219,0.5429508775471525
586.7067065993098,0.5252088147425551
823.7387069571012,0.5209473828481197
1156.5326417902502,0.5199376041687096
1623.776739188721,0.5196984098046391
2279.789435643565,0.5196416239845485
3200.8340465997644,0.5196280746743429
4493.984590721666,0.519624856129276
6309.57344480193,0.5196242714470725
