N_step_tab,coincidence_tab
10.0,3.86675506261772e+78
14.04004245548316,5.781190593120905e+99
19.71227921517696,2.3801083682979124e+118
27.67612370754228,9.156520809888988e+141
38.85739518570976,2.7199935098366393e+159
54.5559478116852,1.239700503220991e+165
76.59678234751834,9.90218148589267e+144
107.542207611256,2.5904678301930206e+61
150.98971606184202,15.185747056524898
211.99020238496072,0.945250209516718
297.63514416313194,0.7137924532989219
417.8810060294219,0.6651198515411434
586.7067065993098,0.6541044960893267
823.7387069571012,0.6515882557628051
1156.5326417902502,0.6510110484546884
1623.776739188721,0.6508768267200222
2279.789435643565,0.6508455754266476
3200.8340465997644,0.6508383157766356
4493.984590721666,0.6508366858979224
6309.57344480193,0.6508365811177023
