N_step_tab,coincidence_tab
10.0,1.1351741904942404e+80
14.04004245548316,8.720947305705961e+101
19.71227921517696,2.5286421142257877e+121
27.67612370754228,2.3104965343670696e+146
38.85739518570976,8.615424900076366e+165
54.5559478116852,1.5024298142748209e+175
76.59678234751834,1.7338968318110273e+155
107.542207611256,3.501787363022098e+100
150.98971606184202,69.70084526950012
211.99020238496072,0.9274197563784778
297.63514416313194,0.6314250575720503
417.8810060294219,0.5410710899451314
586.7067065993098,0.5185412235254884
823.7387069571012,0.5130221463459708
1156.5326417902502,0.5116976613096984
1623.776739188721,0.511381596101721
2279.789435643565,0.5113061243477144
3200.8340465997644,0.5112880095686725
4493.984590721666,0.511283664475054
6309.57344480193,0.5112827938220663
