,0
0,0.9429121041906844
1,0.9487461947344542
2,0.9545593511584446
3,0.96035001733576
4,0.96611652574162
5,0.9718557782604142
6,0.9774324466727377
7,0.9776136867411668
8,0.8990893636164401
9,0.516770089303203
